分组,类别,名称,机构,语言,地区,读法,梯队,出口,每周条数,提供什么,本机核查,生产机核查,防护,入口地址,备用入口,备注,id
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与循证期刊,临床流行病学杂志 JCE,Elsevier,en,INT,Crossref + PubMed,P0,直连,6,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/0895-4356/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(0895-4356[is]),ISSN 0895-4356；近 30 天 Crossref 32 篇、PubMed 27 篇；Crossref 自带摘要：否,j-0895-4356
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与循证期刊,Research Synthesis Methods,Cambridge University Press,en,INT,Crossref + PubMed,P0,直连,3,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/1759-2879/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(1759-2879[is]+OR+1759-2887[is]),"ISSN 1759-2879, 1759-2887；近 30 天 Crossref 5 篇、PubMed 5 篇；Crossref 自带摘要：是",j-1759-2879
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与循证期刊,Systematic Reviews（BMC）,,en,INT,Crossref + PubMed,P0,直连,7,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2046-4053/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2046-4053[is]),ISSN 2046-4053；近 30 天 Crossref 21 篇、PubMed 6 篇；Crossref 自带摘要：是,j-2046-4053
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与循证期刊,BMC 医学研究方法学,Springer (Biomed Central Ltd.),en,INT,Crossref + PubMed,P0,直连,8,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/1471-2288/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(1471-2288[is]+OR+1471-2288[is]),"ISSN 1471-2288, 1471-2288；近 30 天 Crossref 29 篇、PubMed 4 篇；Crossref 自带摘要：否",j-1471-2288
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与循证期刊,医学统计学 Statistics in Medicine,Wiley (John Wiley & Sons),en,INT,Crossref + PubMed,P0,直连,4,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/0277-6715/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(0277-6715[is]+OR+1097-0258[is]),"ISSN 0277-6715, 1097-0258；近 30 天 Crossref 33 篇、PubMed 32 篇；Crossref 自带摘要：是",j-0277-6715
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与循证期刊,Cochrane 系统评价数据库 CDSR,,en,INT,Crossref + PubMed,P0,直连,13,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/1465-1858/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(1469-493X[is]+OR+1465-1858[is]),"ISSN 1469-493X, 1465-1858；近 30 天 Crossref 38 篇、PubMed 38 篇；Crossref 自带摘要：否",j-1465-1858
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与循证期刊,JBI Evidence Synthesis,Joanna Briggs Institute,en,INT,Crossref + PubMed,P0,直连,4,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2689-8381/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2689-8381[is]+OR+2689-8381[is]),"ISSN 2689-8381, 2689-8381；近 30 天 Crossref 2 篇、PubMed 17 篇；Crossref 自带摘要：是",j-2689-8381
七、科研与基金：方法学、科研诚信、基金与科学媒体,方法学与循证期刊,循证医学杂志 JEBM,Wiley (Blackwell Publishing),en,INT,Crossref + PubMed,P0,直连,3,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/1756-5383/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(1756-5383[is]+OR+1756-5391[is]),"ISSN 1756-5383, 1756-5391；近 30 天 Crossref 11 篇、PubMed 11 篇；Crossref 自带摘要：是",j-1756-5383
一、临床证据：期刊、文献流与预印本,中医药期刊（英文）,民族药理学杂志,Elsevier,en,INT,Crossref + PubMed,P0,直连,12,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/0378-8741/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(0378-8741[is]),ISSN 0378-8741；近 30 天 Crossref 77 篇、PubMed 76 篇；Crossref 自带摘要：否,j-0378-8741
一、临床证据：期刊、文献流与预印本,中医药期刊（英文）,Phytomedicine,Elsevier,en,INT,Crossref + PubMed,P0,直连,17,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/0944-7113/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(0944-7113[is]),ISSN 0944-7113；近 30 天 Crossref 74 篇、PubMed 88 篇；Crossref 自带摘要：否,j-0944-7113
一、临床证据：期刊、文献流与预印本,中医药期刊（英文）,Chinese Medicine（BMC）,,en,INT,Crossref + PubMed,P0,直连,3,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/1749-8546/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(1749-8546[is]),ISSN 1749-8546；近 30 天 Crossref 9 篇、PubMed 10 篇；Crossref 自带摘要：否,j-1749-8546
一、临床证据：期刊、文献流与预印本,中医药期刊（英文）,中国结合医学杂志（英文版）CJIM,Springer-Verlag,en,INT,Crossref + PubMed,P0,直连,3,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/1672-0415/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(1672-0415[is]+OR+1993-0402[is]),"ISSN 1672-0415, 1993-0402；近 30 天 Crossref 15 篇、PubMed 15 篇；Crossref 自带摘要：否",j-1672-0415
一、临床证据：期刊、文献流与预印本,中医药期刊（英文）,结合医学学报（英文版）JIM,Elsevier,en,INT,Crossref + PubMed,P0,直连,3,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2095-4964/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2095-4964[is]),ISSN 2095-4964；近 30 天 Crossref 9 篇、PubMed 8 篇；Crossref 自带摘要：否,j-2095-4964
一、临床证据：期刊、文献流与预印本,中医药期刊（英文）,世界中医药杂志（英文版）,Ovid Technologies (Wolters Kluwer) - Medknow Publications,en,INT,Crossref + PubMed,P0,直连,0,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2311-8571/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2311-8571[is]+OR+2589-2894[is]),"ISSN 2311-8571, 2589-2894；近 30 天 Crossref 3 篇、PubMed 0 篇；Crossref 自带摘要：是",j-2311-8571
一、临床证据：期刊、文献流与预印本,中医药期刊（英文）,Acupuncture in Medicine,SAGE Publications,en,INT,Crossref + PubMed,P0,直连,0,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/0964-5284/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(0964-5284[is]+OR+1759-9873[is]),"ISSN 0964-5284, 1759-9873；近 30 天 Crossref 2 篇、PubMed 2 篇；Crossref 自带摘要：是",j-0964-5284
一、临床证据：期刊、文献流与预印本,中医药期刊（英文）,Frontiers in Pharmacology,Frontiers Media SA,en,INT,Crossref + PubMed,P0,直连,121,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/1663-9812/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(1663-9812[is]),ISSN 1663-9812；近 30 天 Crossref 429 篇、PubMed 377 篇；Crossref 自带摘要：否,j-1663-9812
一、临床证据：期刊、文献流与预印本,中医药期刊（英文）,Pharmacological Research,Elsevier,en,INT,Crossref + PubMed,P0,直连,22,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/1043-6618/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(1043-6618[is]+OR+1096-1186[is]),"ISSN 1043-6618, 1096-1186；近 30 天 Crossref 62 篇、PubMed 57 篇；Crossref 自带摘要：否",j-1043-6618
一、临床证据：期刊、文献流与预印本,中医药期刊（英文）,Journal of Traditional and Complementary Medicine,Elsevier,en,INT,Crossref + PubMed,P0,直连,2,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2225-4110/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2225-4110[is]),ISSN 2225-4110；近 30 天 Crossref 5 篇、PubMed 9 篇；Crossref 自带摘要：否,j-2225-4110
一、临床证据：期刊、文献流与预印本,中医药期刊（英文）,Integrative Medicine Research,Elsevier,en,INT,Crossref + PubMed,P0,直连,0,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2213-4220/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2213-4220[is]),ISSN 2213-4220；近 30 天 Crossref 2 篇、PubMed 0 篇；Crossref 自带摘要：否,j-2213-4220
一、临床证据：期刊、文献流与预印本,中医药期刊（英文）,中草药（英文版）CHM,Elsevier,en,INT,Crossref + PubMed,P0,直连,1,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/1674-6384/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(1674-6384[is]),ISSN 1674-6384；近 30 天 Crossref 20 篇、PubMed 0 篇；Crossref 自带摘要：否,j-1674-6384
一、临床证据：期刊、文献流与预印本,中医药期刊（英文）,针灸和草药（英文）,Ovid Technologies (Wolters Kluwer) - Lippincott Williams & Wilkins,en,INT,Crossref + PubMed,P0,直连,0,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/2765-8619/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(2765-8619[is]+OR+2765-8619[is]+OR+2097-0226[is]),"ISSN 2765-8619, 2765-8619, 2097-0226；近 30 天 Crossref 1 篇、PubMed 0 篇；Crossref 自带摘要：是",j-2765-8619
四、药物安全：安全通告、药物警戒与药学期刊,药学与药物安全期刊,英国临床药理学杂志 BJCP,Wiley (Blackwell Publishing),en,INT,Crossref + PubMed,P0,直连,16,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/0306-5251/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(0306-5251[is]+OR+1365-2125[is]),"ISSN 0306-5251, 1365-2125；近 30 天 Crossref 83 篇、PubMed 48 篇；Crossref 自带摘要：是",j-0306-5251
四、药物安全：安全通告、药物警戒与药学期刊,药学与药物安全期刊,Drug Safety,Springer-Verlag,en,INT,Crossref + PubMed,P0,直连,7,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/0114-5916/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(0114-5916[is]+OR+1179-1942[is]),"ISSN 0114-5916, 1179-1942；近 30 天 Crossref 16 篇、PubMed 16 篇；Crossref 自带摘要：否",j-0114-5916
四、药物安全：安全通告、药物警戒与药学期刊,药学与药物安全期刊,药物流行病学与药物安全 PDS,Wiley (John Wiley & Sons),en,INT,Crossref + PubMed,P0,直连,6,新发表论文（Crossref 登记即发现，PubMed / Europe PMC 补摘要与文献类型）,api-ok,api-ok,,"https://api.crossref.org/journals/1053-8569/works?filter=from-created-date:2026-09-14,type:journal-article&rows=100&sort=created&order=desc&select=DOI,title,created,type,abstract,author,container-title",https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&retmode=json&retmax=100&datetype=edat&reldate=7&term=(1053-8569[is]+OR+1099-1557[is]),"ISSN 1053-8569, 1099-1557；近 30 天 Crossref 28 篇、PubMed 25 篇；Crossref 自带摘要：是",j-1053-8569
